group	group_name	seqnames	start	end	width	strand	element_accelerated_ranking_name
1392	NA	chr14	98112969	98112992	24	*	ncAvAR-1392
1392	NA	chr14	98112994	98113045	52	*	ncAvAR-1392
1392	NA	chr14	98113049	98113052	4	*	ncAvAR-1392
1393	NA	chr2	163604957	163605353	397	*	ncAvAR-1393
1393	NA	chr2	163604912	163604945	34	*	ncAvAR-1393
1393	NA	chr2	163604839	163604845	7	*	ncAvAR-1393
1394	NA	chr13	33204691	33204848	158	*	ncAvAR-1394
1394	NA	chr13	33204635	33204690	56	*	ncAvAR-1394
1395	NA	chr7	25550432	25550444	13	*	ncAvAR-1395
1395	NA	chr7	25550447	25550652	206	*	ncAvAR-1395
1396	NA	chr6	8206872	8206881	10	*	ncAvAR-1396
1396	NA	chr6	8206858	8206871	14	*	ncAvAR-1396
1396	NA	chr6	8206786	8206857	72	*	ncAvAR-1396
1396	NA	chr6	8206668	8206785	118	*	ncAvAR-1396
1397	NA	chr20	62890953	62891171	219	*	ncAvAR-1397
1398	NA	chr2	18924768	18924776	9	*	ncAvAR-1398
1398	NA	chr2	18924777	18924796	20	*	ncAvAR-1398
1398	NA	chr2	18924797	18924826	30	*	ncAvAR-1398
1398	NA	chr2	18924827	18924852	26	*	ncAvAR-1398
1398	NA	chr2	18924854	18924874	21	*	ncAvAR-1398
1398	NA	chr2	18924875	18925339	465	*	ncAvAR-1398
1398	NA	chr2	18925364	18925403	40	*	ncAvAR-1398
1398	NA	chr2	18925407	18925425	19	*	ncAvAR-1398
1399	NA	chr2	163742015	163742178	164	*	ncAvAR-1399
1399	NA	chr2	163741995	163742012	18	*	ncAvAR-1399
1399	NA	chr2	163741972	163741986	15	*	ncAvAR-1399
1399	NA	chr2	163741952	163741961	10	*	ncAvAR-1399
1399	NA	chr2	163741938	163741950	13	*	ncAvAR-1399
1400	NA	chr5	171158099	171158143	45	*	ncAvAR-1400
1400	NA	chr5	171157704	171158098	395	*	ncAvAR-1400
1401	NA	chr3	111467292	111467320	29	*	ncAvAR-1401
1401	NA	chr3	111467322	111467327	6	*	ncAvAR-1401
1401	NA	chr3	111467330	111467349	20	*	ncAvAR-1401
1401	NA	chr3	111467350	111467361	12	*	ncAvAR-1401
1401	NA	chr3	111467362	111467374	13	*	ncAvAR-1401
1401	NA	chr3	111467380	111467408	29	*	ncAvAR-1401
1401	NA	chr3	111467409	111467430	22	*	ncAvAR-1401
1401	NA	chr3	111467431	111467458	28	*	ncAvAR-1401
1401	NA	chr3	111467459	111467493	35	*	ncAvAR-1401
1403	NA	chr13	35489531	35489539	9	*	ncAvAR-1403
1403	NA	chr13	35489522	35489530	9	*	ncAvAR-1403
1403	NA	chr13	35489490	35489521	32	*	ncAvAR-1403
1403	NA	chr13	35489325	35489486	162	*	ncAvAR-1403
1403	NA	chr13	35489244	35489324	81	*	ncAvAR-1403
1403	NA	chr13	35489212	35489242	31	*	ncAvAR-1403
1403	NA	chr13	35489186	35489211	26	*	ncAvAR-1403
1403	NA	chr13	35489150	35489183	34	*	ncAvAR-1403
1403	NA	chr13	35489115	35489149	35	*	ncAvAR-1403
1403	NA	chr13	35489106	35489109	4	*	ncAvAR-1403
1405	NA	chr6	140662531	140662730	200	*	ncAvAR-1405
1405	NA	chr6	140662514	140662530	17	*	ncAvAR-1405
1405	NA	chr6	140662296	140662512	217	*	ncAvAR-1405
1406	NA	chr4	150574728	150574731	4	*	ncAvAR-1406
1406	NA	chr4	150574734	150574748	15	*	ncAvAR-1406
1406	NA	chr4	150574751	150574776	26	*	ncAvAR-1406
1406	NA	chr4	150574777	150574976	200	*	ncAvAR-1406
1406	NA	chr4	150574977	150575004	28	*	ncAvAR-1406
1406	NA	chr4	150575011	150575019	9	*	ncAvAR-1406
1406	NA	chr4	150575024	150575050	27	*	ncAvAR-1406
1406	NA	chr4	150575053	150575108	56	*	ncAvAR-1406
1406	NA	chr4	150575109	150575178	70	*	ncAvAR-1406
1407	NA	chr1	199354018	199354054	37	*	ncAvAR-1407
1407	NA	chr1	199353985	199354017	33	*	ncAvAR-1407
1407	NA	chr1	199353946	199353984	39	*	ncAvAR-1407
1407	NA	chr1	199353904	199353945	42	*	ncAvAR-1407
1407	NA	chr1	199353840	199353903	64	*	ncAvAR-1407
1409	NA	chrX	781895	781908	14	*	ncAvAR-1409
1409	NA	chrX	781712	781894	183	*	ncAvAR-1409
1409	NA	chrX	781694	781708	15	*	ncAvAR-1409
1409	NA	chrX	781681	781692	12	*	ncAvAR-1409
1409	NA	chrX	781647	781679	33	*	ncAvAR-1409
1409	NA	chrX	781474	781646	173	*	ncAvAR-1409
1410	NA	chr2	105091805	105091818	14	*	ncAvAR-1410
1410	NA	chr2	105091819	105091943	125	*	ncAvAR-1410
1410	NA	chr2	105091944	105091970	27	*	ncAvAR-1410
1410	NA	chr2	105091971	105092012	42	*	ncAvAR-1410
1411	NA	chr13	78662451	78662481	31	*	ncAvAR-1411
1411	NA	chr13	78662400	78662445	46	*	ncAvAR-1411
1411	NA	chr13	78662335	78662399	65	*	ncAvAR-1411
1411	NA	chr13	78662296	78662333	38	*	ncAvAR-1411
1411	NA	chr13	78662280	78662295	16	*	ncAvAR-1411
1411	NA	chr13	78662256	78662278	23	*	ncAvAR-1411
1411	NA	chr13	78662150	78662252	103	*	ncAvAR-1411
1411	NA	chr13	78662080	78662149	70	*	ncAvAR-1411
1412	NA	chr10	21522771	21522976	206	*	ncAvAR-1412
1412	NA	chr10	21522758	21522770	13	*	ncAvAR-1412
1412	NA	chr10	21522743	21522744	2	*	ncAvAR-1412
1413	NA	chr18	3457045	3457061	17	*	ncAvAR-1413
1413	NA	chr18	3457017	3457044	28	*	ncAvAR-1413
1413	NA	chr18	3456979	3457016	38	*	ncAvAR-1413
1413	NA	chr18	3456957	3456978	22	*	ncAvAR-1413
1413	NA	chr18	3456948	3456956	9	*	ncAvAR-1413
1413	NA	chr18	3456891	3456946	56	*	ncAvAR-1413
1413	NA	chr18	3456852	3456890	39	*	ncAvAR-1413
1414	NA	chr10	11086531	11086584	54	*	ncAvAR-1414
1414	NA	chr10	11086611	11086625	15	*	ncAvAR-1414
1414	NA	chr10	11086629	11086781	153	*	ncAvAR-1414
1415	NA	chr2	205533190	205533214	25	*	ncAvAR-1415
1415	NA	chr2	205533173	205533189	17	*	ncAvAR-1415
1415	NA	chr2	205533130	205533171	42	*	ncAvAR-1415
1415	NA	chr2	205532795	205533125	331	*	ncAvAR-1415
1415	NA	chr2	205532776	205532790	15	*	ncAvAR-1415
1419	NA	chr2	144230153	144230162	10	*	ncAvAR-1419
1419	NA	chr2	144230163	144230367	205	*	ncAvAR-1419
1420	NA	chr13	70667505	70667695	191	*	ncAvAR-1420
1420	NA	chr13	70667404	70667504	101	*	ncAvAR-1420
1420	NA	chr13	70667252	70667403	152	*	ncAvAR-1420
1422	NA	chr10	30812297	30812323	27	*	ncAvAR-1422
1422	NA	chr10	30812259	30812289	31	*	ncAvAR-1422
1422	NA	chr10	30812175	30812257	83	*	ncAvAR-1422
1422	NA	chr10	30812138	30812174	37	*	ncAvAR-1422
1422	NA	chr10	30812122	30812137	16	*	ncAvAR-1422
1422	NA	chr10	30812098	30812118	21	*	ncAvAR-1422
1423	NA	chr18	74640519	74640523	5	*	ncAvAR-1423
1423	NA	chr18	74640502	74640516	15	*	ncAvAR-1423
1423	NA	chr18	74640471	74640500	30	*	ncAvAR-1423
1423	NA	chr18	74640460	74640470	11	*	ncAvAR-1423
1423	NA	chr18	74640414	74640459	46	*	ncAvAR-1423
1423	NA	chr18	74640352	74640412	61	*	ncAvAR-1423
1423	NA	chr18	74640339	74640351	13	*	ncAvAR-1423
1423	NA	chr18	74640316	74640336	21	*	ncAvAR-1423
1423	NA	chr18	74640309	74640315	7	*	ncAvAR-1423
1424	NA	chr10	11249875	11249875	1	*	ncAvAR-1424
1424	NA	chr10	11249876	11249933	58	*	ncAvAR-1424
1424	NA	chr10	11249934	11249980	47	*	ncAvAR-1424
1424	NA	chr10	11249982	11250096	115	*	ncAvAR-1424
1426	NA	chr1	90135139	90135156	18	*	ncAvAR-1426
1426	NA	chr1	90135098	90135137	40	*	ncAvAR-1426
1426	NA	chr1	90134777	90135095	319	*	ncAvAR-1426
1426	NA	chr1	90134646	90134776	131	*	ncAvAR-1426
1426	NA	chr1	90134255	90134641	387	*	ncAvAR-1426
1427	NA	chr18	75775335	75775499	165	*	ncAvAR-1427
1427	NA	chr18	75775317	75775333	17	*	ncAvAR-1427
1427	NA	chr18	75775292	75775316	25	*	ncAvAR-1427
1427	NA	chr18	75775281	75775291	11	*	ncAvAR-1427
1427	NA	chr18	75775280	75775280	1	*	ncAvAR-1427
1428	NA	chr20	21021314	21021583	270	*	ncAvAR-1428
1428	NA	chr20	21021168	21021312	145	*	ncAvAR-1428
1428	NA	chr20	21021147	21021162	16	*	ncAvAR-1428
1428	NA	chr20	21021133	21021146	14	*	ncAvAR-1428
1428	NA	chr20	21021127	21021129	3	*	ncAvAR-1428
1429	NA	chr14	37088538	37088552	15	*	ncAvAR-1429
1429	NA	chr14	37088553	37088597	45	*	ncAvAR-1429
1429	NA	chr14	37088598	37088620	23	*	ncAvAR-1429
1429	NA	chr14	37088621	37088861	241	*	ncAvAR-1429
1429	NA	chr14	37088862	37089182	321	*	ncAvAR-1429
1429	NA	chr14	37089192	37089210	19	*	ncAvAR-1429
1431	NA	chrX	31191908	31191917	10	*	ncAvAR-1431
1431	NA	chrX	31191920	31191965	46	*	ncAvAR-1431
1431	NA	chrX	31191967	31191976	10	*	ncAvAR-1431
1431	NA	chrX	31191981	31192132	152	*	ncAvAR-1431
1431	NA	chrX	31192134	31192140	7	*	ncAvAR-1431
1432	NA	chr8	65210963	65210973	11	*	ncAvAR-1432
1432	NA	chr8	65210979	65210981	3	*	ncAvAR-1432
1432	NA	chr8	65210982	65210997	16	*	ncAvAR-1432
1432	NA	chr8	65210999	65211192	194	*	ncAvAR-1432
1433	NA	chr1	222882484	222882499	16	*	ncAvAR-1433
1433	NA	chr1	222882349	222882481	133	*	ncAvAR-1433
1433	NA	chr1	222882327	222882346	20	*	ncAvAR-1433
1433	NA	chr1	222882283	222882326	44	*	ncAvAR-1433
1433	NA	chr1	222882276	222882282	7	*	ncAvAR-1433
1434	NA	chr3	79125873	79126050	178	*	ncAvAR-1434
1434	NA	chr3	79125852	79125870	19	*	ncAvAR-1434
1434	NA	chr3	79125836	79125851	16	*	ncAvAR-1434
1434	NA	chr3	79125818	79125829	12	*	ncAvAR-1434
1435	NA	chr10	128476272	128476628	357	*	ncAvAR-1435
1435	NA	chr10	128476629	128476723	95	*	ncAvAR-1435
1436	NA	chr13	71717481	71717532	52	*	ncAvAR-1436
1436	NA	chr13	71717228	71717480	253	*	ncAvAR-1436
1436	NA	chr13	71717220	71717227	8	*	ncAvAR-1436
1436	NA	chr13	71717211	71717219	9	*	ncAvAR-1436
1437	NA	chr10	2773034	2773059	26	*	ncAvAR-1437
1437	NA	chr10	2773060	2773077	18	*	ncAvAR-1437
1437	NA	chr10	2773078	2773124	47	*	ncAvAR-1437
1437	NA	chr10	2773125	2773138	14	*	ncAvAR-1437
1437	NA	chr10	2773139	2773152	14	*	ncAvAR-1437
1437	NA	chr10	2773153	2773162	10	*	ncAvAR-1437
1437	NA	chr10	2773163	2773255	93	*	ncAvAR-1437
1437	NA	chr10	2773261	2773271	11	*	ncAvAR-1437
1437	NA	chr10	2773272	2773334	63	*	ncAvAR-1437
1437	NA	chr10	2773335	2773354	20	*	ncAvAR-1437
1437	NA	chr10	2773355	2773368	14	*	ncAvAR-1437
1437	NA	chr10	2773371	2773413	43	*	ncAvAR-1437
1437	NA	chr10	2773415	2773442	28	*	ncAvAR-1437
1438	NA	chr4	173879314	173879331	18	*	ncAvAR-1438
1438	NA	chr4	173879332	173879367	36	*	ncAvAR-1438
1438	NA	chr4	173879370	173879400	31	*	ncAvAR-1438
1438	NA	chr4	173879401	173879413	13	*	ncAvAR-1438
1438	NA	chr4	173879414	173879429	16	*	ncAvAR-1438
1438	NA	chr4	173879430	173879584	155	*	ncAvAR-1438
1438	NA	chr4	173879585	173879761	177	*	ncAvAR-1438
1439	NA	chr4	16316033	16316061	29	*	ncAvAR-1439
1439	NA	chr4	16315992	16316032	41	*	ncAvAR-1439
1439	NA	chr4	16315838	16315991	154	*	ncAvAR-1439
1440	NA	chr3	113262179	113262201	23	*	ncAvAR-1440
1440	NA	chr3	113262099	113262176	78	*	ncAvAR-1440
1440	NA	chr3	113262040	113262098	59	*	ncAvAR-1440
1440	NA	chr3	113262014	113262037	24	*	ncAvAR-1440
1440	NA	chr3	113261997	113262013	17	*	ncAvAR-1440
1441	NA	chr3	182292954	182292986	33	*	ncAvAR-1441
1441	NA	chr3	182292605	182292951	347	*	ncAvAR-1441
1441	NA	chr3	182292582	182292603	22	*	ncAvAR-1441
1441	NA	chr3	182292579	182292580	2	*	ncAvAR-1441
1442	NA	chr1	10614220	10614395	176	*	ncAvAR-1442
1442	NA	chr1	10614396	10614408	13	*	ncAvAR-1442
1442	NA	chr1	10614409	10614427	19	*	ncAvAR-1442
1442	NA	chr1	10614428	10614440	13	*	ncAvAR-1442
1444	NA	chr2	104070974	104071125	152	*	ncAvAR-1444
1444	NA	chr2	104071126	104071225	100	*	ncAvAR-1444
1444	NA	chr2	104071226	104071271	46	*	ncAvAR-1444
1444	NA	chr2	104071272	104071279	8	*	ncAvAR-1444
1444	NA	chr2	104071280	104071305	26	*	ncAvAR-1444
1444	NA	chr2	104071306	104071390	85	*	ncAvAR-1444
1444	NA	chr2	104071391	104071401	11	*	ncAvAR-1444
1445	NA	chr11	82665928	82666061	134	*	ncAvAR-1445
1445	NA	chr11	82666062	82666074	13	*	ncAvAR-1445
1445	NA	chr11	82666075	82666365	291	*	ncAvAR-1445
1446	NA	chr2	103764031	103764074	44	*	ncAvAR-1446
1446	NA	chr2	103764076	103764167	92	*	ncAvAR-1446
1446	NA	chr2	103764172	103764246	75	*	ncAvAR-1446
1446	NA	chr2	103764247	103764260	14	*	ncAvAR-1446
1447	NA	chr7	123058218	123058258	41	*	ncAvAR-1447
1447	NA	chr7	123058085	123058211	127	*	ncAvAR-1447
1447	NA	chr7	123058045	123058084	40	*	ncAvAR-1447
1447	NA	chr7	123058028	123058043	16	*	ncAvAR-1447
1451	NA	chr4	19749492	19749506	15	*	ncAvAR-1451
1451	NA	chr4	19749408	19749491	84	*	ncAvAR-1451
1451	NA	chr4	19749399	19749407	9	*	ncAvAR-1451
1451	NA	chr4	19749279	19749396	118	*	ncAvAR-1451
1454	NA	chr2	103739047	103739117	71	*	ncAvAR-1454
1454	NA	chr2	103739118	103739208	91	*	ncAvAR-1454
1454	NA	chr2	103739210	103739493	284	*	ncAvAR-1454
1455	NA	chr13	72669009	72669045	37	*	ncAvAR-1455
1455	NA	chr13	72668987	72669008	22	*	ncAvAR-1455
1455	NA	chr13	72668937	72668986	50	*	ncAvAR-1455
1455	NA	chr13	72668913	72668936	24	*	ncAvAR-1455
1455	NA	chr13	72668877	72668912	36	*	ncAvAR-1455
1455	NA	chr13	72668851	72668876	26	*	ncAvAR-1455
1455	NA	chr13	72668836	72668850	15	*	ncAvAR-1455
1456	NA	chr16	73616190	73616328	139	*	ncAvAR-1456
1456	NA	chr16	73616099	73616188	90	*	ncAvAR-1456
1457	NA	chr3	54858555	54858703	149	*	ncAvAR-1457
1457	NA	chr3	54858704	54858750	47	*	ncAvAR-1457
1457	NA	chr3	54858751	54858818	68	*	ncAvAR-1457
1457	NA	chr3	54858819	54858896	78	*	ncAvAR-1457
1457	NA	chr3	54858897	54858997	101	*	ncAvAR-1457
1457	NA	chr3	54858999	54859167	169	*	ncAvAR-1457
1457	NA	chr3	54859169	54859236	68	*	ncAvAR-1457
1458	NA	chr6	138647414	138647420	7	*	ncAvAR-1458
1458	NA	chr6	138647410	138647413	4	*	ncAvAR-1458
1458	NA	chr6	138647393	138647402	10	*	ncAvAR-1458
1458	NA	chr6	138647372	138647385	14	*	ncAvAR-1458
1458	NA	chr6	138647238	138647371	134	*	ncAvAR-1458
1458	NA	chr6	138647217	138647224	8	*	ncAvAR-1458
1458	NA	chr6	138647183	138647205	23	*	ncAvAR-1458
1458	NA	chr6	138647157	138647182	26	*	ncAvAR-1458
1459	NA	chr14	33540085	33540207	123	*	ncAvAR-1459
1459	NA	chr14	33540208	33540264	57	*	ncAvAR-1459
1459	NA	chr14	33540266	33540502	237	*	ncAvAR-1459
1459	NA	chr14	33540503	33540563	61	*	ncAvAR-1459
1459	NA	chr14	33540565	33540629	65	*	ncAvAR-1459
1459	NA	chr14	33540638	33540657	20	*	ncAvAR-1459
1459	NA	chr14	33540660	33540750	91	*	ncAvAR-1459
1459	NA	chr14	33540751	33540798	48	*	ncAvAR-1459
1459	NA	chr14	33540799	33540831	33	*	ncAvAR-1459
1459	NA	chr14	33540852	33540869	18	*	ncAvAR-1459
1459	NA	chr14	33540870	33540905	36	*	ncAvAR-1459
1459	NA	chr14	33540908	33540942	35	*	ncAvAR-1459
1459	NA	chr14	33540944	33540990	47	*	ncAvAR-1459
1460	NA	chr7	84258093	84258182	90	*	ncAvAR-1460
1460	NA	chr7	84258066	84258091	26	*	ncAvAR-1460
1460	NA	chr7	84258010	84258065	56	*	ncAvAR-1460
1460	NA	chr7	84257992	84258009	18	*	ncAvAR-1460
1460	NA	chr7	84257970	84257991	22	*	ncAvAR-1460
1460	NA	chr7	84257959	84257968	10	*	ncAvAR-1460
1461	NA	chr11	20762308	20762312	5	*	ncAvAR-1461
1461	NA	chr11	20762313	20762339	27	*	ncAvAR-1461
1461	NA	chr11	20762340	20762482	143	*	ncAvAR-1461
1461	NA	chr11	20762484	20762520	37	*	ncAvAR-1461
1461	NA	chr11	20762522	20762536	15	*	ncAvAR-1461
1462	NA	chr10	49205497	49205536	40	*	ncAvAR-1462
1462	NA	chr10	49205537	49205596	60	*	ncAvAR-1462
1462	NA	chr10	49205598	49205800	203	*	ncAvAR-1462
1462	NA	chr10	49205801	49206068	268	*	ncAvAR-1462
1462	NA	chr10	49206069	49206123	55	*	ncAvAR-1462
1462	NA	chr10	49206125	49206150	26	*	ncAvAR-1462
1462	NA	chr10	49206152	49206183	32	*	ncAvAR-1462
1463	NA	chr15	98160382	98160491	110	*	ncAvAR-1463
1463	NA	chr15	98160492	98160979	488	*	ncAvAR-1463
1463	NA	chr15	98160983	98161000	18	*	ncAvAR-1463
1463	NA	chr15	98161001	98161059	59	*	ncAvAR-1463
1467	NA	chr1	87827045	87827167	123	*	ncAvAR-1467
1467	NA	chr1	87826991	87827041	51	*	ncAvAR-1467
1467	NA	chr1	87826939	87826990	52	*	ncAvAR-1467
1470	NA	chr8	48430353	48430382	30	*	ncAvAR-1470
1470	NA	chr8	48430385	48430396	12	*	ncAvAR-1470
1470	NA	chr8	48430403	48430424	22	*	ncAvAR-1470
1470	NA	chr8	48430428	48430480	53	*	ncAvAR-1470
1470	NA	chr8	48430482	48430508	27	*	ncAvAR-1470
1470	NA	chr8	48430509	48430562	54	*	ncAvAR-1470
1470	NA	chr8	48430563	48430576	14	*	ncAvAR-1470
1470	NA	chr8	48430578	48430597	20	*	ncAvAR-1470
1470	NA	chr8	48430598	48430627	30	*	ncAvAR-1470
1470	NA	chr8	48430628	48430658	31	*	ncAvAR-1470
1470	NA	chr8	48430659	48430684	26	*	ncAvAR-1470
1470	NA	chr8	48430685	48430793	109	*	ncAvAR-1470
1473	NA	chr10	117797169	117797196	28	*	ncAvAR-1473
1473	NA	chr10	117797197	117797203	7	*	ncAvAR-1473
1473	NA	chr10	117797207	117797215	9	*	ncAvAR-1473
1473	NA	chr10	117797223	117797275	53	*	ncAvAR-1473
1473	NA	chr10	117797276	117797290	15	*	ncAvAR-1473
1473	NA	chr10	117797291	117797507	217	*	ncAvAR-1473
1473	NA	chr10	117797508	117797525	18	*	ncAvAR-1473
1473	NA	chr10	117797526	117797558	33	*	ncAvAR-1473
1473	NA	chr10	117797560	117797613	54	*	ncAvAR-1473
1473	NA	chr10	117797614	117797631	18	*	ncAvAR-1473
1473	NA	chr10	117797632	117797633	2	*	ncAvAR-1473
1475	NA	chr15	37682429	37682440	12	*	ncAvAR-1475
1475	NA	chr15	37682273	37682428	156	*	ncAvAR-1475
1475	NA	chr15	37682199	37682271	73	*	ncAvAR-1475
1475	NA	chr15	37682027	37682198	172	*	ncAvAR-1475
1475	NA	chr15	37682017	37682025	9	*	ncAvAR-1475
1475	NA	chr15	37681996	37682014	19	*	ncAvAR-1475
1475	NA	chr15	37681991	37681995	5	*	ncAvAR-1475
1479	NA	chr10	13525592	13525613	22	*	ncAvAR-1479
1479	NA	chr10	13525614	13525687	74	*	ncAvAR-1479
1479	NA	chr10	13525688	13526008	321	*	ncAvAR-1479
1479	NA	chr10	13526009	13526028	20	*	ncAvAR-1479
1479	NA	chr10	13526031	13526054	24	*	ncAvAR-1479
1480	NA	chr7	70557799	70557814	16	*	ncAvAR-1480
1480	NA	chr7	70557607	70557798	192	*	ncAvAR-1480
1480	NA	chr7	70557424	70557606	183	*	ncAvAR-1480
1480	NA	chr7	70557401	70557419	19	*	ncAvAR-1480
1480	NA	chr7	70557387	70557400	14	*	ncAvAR-1480
1480	NA	chr7	70557357	70557385	29	*	ncAvAR-1480
1481	NA	chr4	66274554	66274751	198	*	ncAvAR-1481
1481	NA	chr4	66274752	66274786	35	*	ncAvAR-1481
1482	NA	chr2	120893427	120893431	5	*	ncAvAR-1482
1482	NA	chr2	120893432	120893443	12	*	ncAvAR-1482
1482	NA	chr2	120893444	120893454	11	*	ncAvAR-1482
1482	NA	chr2	120893458	120893533	76	*	ncAvAR-1482
1482	NA	chr2	120893535	120893558	24	*	ncAvAR-1482
1482	NA	chr2	120893564	120893624	61	*	ncAvAR-1482
1482	NA	chr2	120893638	120893656	19	*	ncAvAR-1482
1482	NA	chr2	120893657	120893673	17	*	ncAvAR-1482
1484	NA	chr6	133331631	133331641	11	*	ncAvAR-1484
1484	NA	chr6	133331580	133331629	50	*	ncAvAR-1484
1484	NA	chr6	133331412	133331578	167	*	ncAvAR-1484
1484	NA	chr6	133331404	133331409	6	*	ncAvAR-1484
1485	NA	chr3	181379839	181379891	53	*	ncAvAR-1485
1485	NA	chr3	181379419	181379834	416	*	ncAvAR-1485
1486	NA	chr8	65188124	65188200	77	*	ncAvAR-1486
1486	NA	chr8	65188201	65188288	88	*	ncAvAR-1486
1486	NA	chr8	65188291	65188532	242	*	ncAvAR-1486
1486	NA	chr8	65188533	65188555	23	*	ncAvAR-1486
1486	NA	chr8	65188556	65188582	27	*	ncAvAR-1486
1487	NA	chr4	42211664	42211848	185	*	ncAvAR-1487
1487	NA	chr4	42211612	42211661	50	*	ncAvAR-1487
1488	NA	chr1	90671903	90672093	191	*	ncAvAR-1488
1488	NA	chr1	90671890	90671898	9	*	ncAvAR-1488
1488	NA	chr1	90671854	90671888	35	*	ncAvAR-1488
1490	NA	chr6	157116281	157116351	71	*	ncAvAR-1490
1490	NA	chr6	157116353	157116371	19	*	ncAvAR-1490
1490	NA	chr6	157116372	157116614	243	*	ncAvAR-1490
1490	NA	chr6	157116615	157116640	26	*	ncAvAR-1490
1490	NA	chr6	157116641	157116748	108	*	ncAvAR-1490
1491	NA	chr2	178757532	178757962	431	*	ncAvAR-1491
1491	NA	chr2	178757522	178757531	10	*	ncAvAR-1491
1491	NA	chr2	178757499	178757521	23	*	ncAvAR-1491
1492	NA	chr2	176977670	176977698	29	*	ncAvAR-1492
1492	NA	chr2	176977574	176977669	96	*	ncAvAR-1492
1492	NA	chr2	176977505	176977573	69	*	ncAvAR-1492
1492	NA	chr2	176977330	176977504	175	*	ncAvAR-1492
1492	NA	chr2	176977276	176977329	54	*	ncAvAR-1492
1492	NA	chr2	176977256	176977275	20	*	ncAvAR-1492
1493	NA	chr1	177643331	177643349	19	*	ncAvAR-1493
1493	NA	chr1	177643119	177643330	212	*	ncAvAR-1493
1495	NA	chr14	100537148	100537196	49	*	ncAvAR-1495
1495	NA	chr14	100537197	100537232	36	*	ncAvAR-1495
1495	NA	chr14	100537233	100537259	27	*	ncAvAR-1495
1495	NA	chr14	100537260	100537278	19	*	ncAvAR-1495
1495	NA	chr14	100537279	100537298	20	*	ncAvAR-1495
1495	NA	chr14	100537299	100537318	20	*	ncAvAR-1495
1496	NA	chr1	50295723	50295782	60	*	ncAvAR-1496
1496	NA	chr1	50295783	50295793	11	*	ncAvAR-1496
1496	NA	chr1	50295794	50295810	17	*	ncAvAR-1496
1496	NA	chr1	50295811	50295889	79	*	ncAvAR-1496
1496	NA	chr1	50295891	50295918	28	*	ncAvAR-1496
1496	NA	chr1	50295920	50295947	28	*	ncAvAR-1496
1498	NA	chr20	57070534	57070561	28	*	ncAvAR-1498
1498	NA	chr20	57070562	57070569	8	*	ncAvAR-1498
1498	NA	chr20	57070572	57070606	35	*	ncAvAR-1498
1498	NA	chr20	57070608	57070636	29	*	ncAvAR-1498
1498	NA	chr20	57070637	57070666	30	*	ncAvAR-1498
1498	NA	chr20	57070667	57070700	34	*	ncAvAR-1498
1499	NA	chr9	109046175	109046178	4	*	ncAvAR-1499
1499	NA	chr9	109046180	109046372	193	*	ncAvAR-1499
1499	NA	chr9	109046373	109046394	22	*	ncAvAR-1499
1499	NA	chr9	109046396	109046412	17	*	ncAvAR-1499
1500	NA	chr3	114963338	114963376	39	*	ncAvAR-1500
1500	NA	chr3	114963212	114963337	126	*	ncAvAR-1500
1500	NA	chr3	114963100	114963211	112	*	ncAvAR-1500
1500	NA	chr3	114963082	114963099	18	*	ncAvAR-1500
1500	NA	chr3	114963042	114963073	32	*	ncAvAR-1500
1500	NA	chr3	114962985	114963035	51	*	ncAvAR-1500
1500	NA	chr3	114962929	114962978	50	*	ncAvAR-1500
1500	NA	chr3	114962897	114962905	9	*	ncAvAR-1500
1500	NA	chr3	114962872	114962894	23	*	ncAvAR-1500
1500	NA	chr3	114962867	114962871	5	*	ncAvAR-1500
1501	NA	chr15	96627388	96627388	1	*	ncAvAR-1501
1501	NA	chr15	96627391	96627564	174	*	ncAvAR-1501
1501	NA	chr15	96627566	96627628	63	*	ncAvAR-1501
1502	NA	chr12	61687372	61687387	16	*	ncAvAR-1502
1502	NA	chr12	61687388	61687396	9	*	ncAvAR-1502
1502	NA	chr12	61687397	61687426	30	*	ncAvAR-1502
1502	NA	chr12	61687436	61687483	48	*	ncAvAR-1502
1502	NA	chr12	61687485	61687510	26	*	ncAvAR-1502
1502	NA	chr12	61687511	61687547	37	*	ncAvAR-1502
1502	NA	chr12	61687548	61687559	12	*	ncAvAR-1502
1502	NA	chr12	61687560	61687593	34	*	ncAvAR-1502
1502	NA	chr12	61687594	61687595	2	*	ncAvAR-1502
1503	NA	chr10	11035624	11035655	32	*	ncAvAR-1503
1503	NA	chr10	11035656	11035685	30	*	ncAvAR-1503
1503	NA	chr10	11035690	11036090	401	*	ncAvAR-1503
1504	NA	chr15	35606388	35606422	35	*	ncAvAR-1504
1504	NA	chr15	35606373	35606387	15	*	ncAvAR-1504
1504	NA	chr15	35606195	35606370	176	*	ncAvAR-1504
1504	NA	chr15	35606176	35606187	12	*	ncAvAR-1504
1505	NA	chr1	50521609	50521628	20	*	ncAvAR-1505
1505	NA	chr1	50521634	50521650	17	*	ncAvAR-1505
1505	NA	chr1	50521658	50521738	81	*	ncAvAR-1505
1505	NA	chr1	50521741	50521861	121	*	ncAvAR-1505
1506	NA	chr11	102209627	102209627	1	*	ncAvAR-1506
1506	NA	chr11	102209595	102209626	32	*	ncAvAR-1506
1506	NA	chr11	102209535	102209591	57	*	ncAvAR-1506
1506	NA	chr11	102209509	102209528	20	*	ncAvAR-1506
